sequence_id,species,label,negative_type,cv_group,split,fold
Zma_HG_00419,Zma,0,gene_body,CVG031921,all,3
Zma_HG_00420,Zma,0,gene_body,CVG031922,all,2
Zma_HG_00421,Zma,0,gene_body,CVG031923,all,1
Zma_HG_00422,Zma,0,gene_body,CVG031924,all,0
Zma_HG_00423,Zma,0,gene_body,CVG031925,all,1
Zma_HG_00424,Zma,0,gene_body,CVG031926,all,2
Zma_HG_00425,Zma,0,gene_body,CVG031927,all,2
Zma_HG_00426,Zma,0,gene_body,CVG031928,all,2
Zma_HG_00427,Zma,0,gene_body,CVG031929,all,4
Zma_HG_00428,Zma,0,gene_body,CVG031930,all,3
Zma_HG_00429,Zma,0,gene_body,CVG031931,all,0
Zma_HG_00430,Zma,0,gene_body,CVG031932,all,4
Zma_HG_00431,Zma,0,gene_body,CVG031933,all,3
Zma_HG_00432,Zma,0,gene_body,CVG031934,all,1
Zma_HG_00433,Zma,0,gene_body,CVG031935,all,2
Zma_HG_00434,Zma,0,gene_body,CVG031936,all,0
Zma_HG_00435,Zma,0,gene_body,CVG031937,all,1
Zma_HG_00436,Zma,0,gene_body,CVG031938,all,3
Zma_HG_00437,Zma,0,gene_body,CVG031939,all,4
Zma_HG_00438,Zma,0,gene_body,CVG011116,all,2
Zma_HG_00439,Zma,0,gene_body,CVG031524,all,0
Zma_HG_00440,Zma,0,gene_body,CVG031847,all,0
Zma_HG_00441,Zma,0,gene_body,CVG031940,all,3
Zma_HG_00442,Zma,0,gene_body,CVG031941,all,4
Zma_HG_00443,Zma,0,gene_body,CVG031942,all,0
Zma_HG_00444,Zma,0,gene_body,CVG031847,all,0
Zma_HG_00445,Zma,0,gene_body,CVG031844,all,2
Zma_HG_00446,Zma,0,gene_body,CVG031862,all,1
Zma_HG_00447,Zma,0,gene_body,CVG031943,all,1
Zma_HG_00448,Zma,0,gene_body,CVG031944,all,3
Zma_HG_00449,Zma,0,gene_body,CVG031945,all,2
Zma_HG_00450,Zma,0,gene_body,CVG031946,all,4
Zma_HG_00451,Zma,0,gene_body,CVG031947,all,0
Zma_HG_00452,Zma,0,gene_body,CVG031948,all,4
Zma_HG_00453,Zma,0,gene_body,CVG031949,all,4
Zma_HG_00454,Zma,0,gene_body,CVG031950,all,0
Zma_HG_00455,Zma,0,gene_body,CVG031951,all,1
Zma_HG_00456,Zma,0,gene_body,CVG031952,all,1
Zma_HG_00457,Zma,0,gene_body,CVG031953,all,3
Zma_HG_00458,Zma,0,gene_body,CVG031954,all,2
Zma_HG_00459,Zma,0,gene_body,CVG031534,all,1
Zma_HG_00460,Zma,0,gene_body,CVG031955,all,1
Zma_HG_00461,Zma,0,gene_body,CVG031956,all,4
Zma_HG_00462,Zma,0,gene_body,CVG031822,all,0
Zma_HG_00463,Zma,0,gene_body,CVG031957,all,0
Zma_HG_00464,Zma,0,gene_body,CVG031958,all,1
Zma_HG_00465,Zma,0,gene_body,CVG031959,all,4
Zma_HG_00466,Zma,0,gene_body,CVG031960,all,2
Zma_HG_00467,Zma,0,gene_body,CVG031961,all,0
Zma_HG_00468,Zma,0,gene_body,CVG031962,all,3
Zma_HG_00469,Zma,0,gene_body,CVG031963,all,3
Zma_HG_00470,Zma,0,gene_body,CVG031964,all,1
Zma_HG_00471,Zma,0,gene_body,CVG031965,all,2
Zma_HG_00472,Zma,0,gene_body,CVG031966,all,2
Zma_HG_00473,Zma,0,gene_body,CVG031967,all,1
Zma_HG_00474,Zma,0,gene_body,CVG031968,all,0
Zma_HG_00475,Zma,0,gene_body,CVG031969,all,2
Zma_HG_00476,Zma,0,gene_body,CVG031970,all,3
Zma_HG_00477,Zma,0,gene_body,CVG031971,all,4
Zma_HG_00478,Zma,0,gene_body,CVG031972,all,0
Zma_HG_00479,Zma,0,gene_body,CVG031973,all,1
Zma_HG_00480,Zma,0,gene_body,CVG031974,all,3
Zma_HG_00481,Zma,0,gene_body,CVG031602,all,4
Zma_HG_00482,Zma,0,gene_body,CVG031975,all,2
Zma_HG_00483,Zma,0,gene_body,CVG031976,all,4
Zma_HG_00484,Zma,0,gene_body,CVG031977,all,0
Zma_HG_00485,Zma,0,gene_body,CVG031978,all,1
Zma_HG_00486,Zma,0,gene_body,CVG031979,all,2
Zma_HG_00487,Zma,0,gene_body,CVG031980,all,2
Zma_HG_00488,Zma,0,gene_body,CVG031981,all,4
Zma_HG_00489,Zma,0,gene_body,CVG031982,all,3
Zma_HG_00490,Zma,0,gene_body,CVG031983,all,0
Zma_HG_00491,Zma,0,gene_body,CVG031984,all,3
Zma_HG_00492,Zma,0,gene_body,CVG031985,all,0
Zma_HG_00493,Zma,0,gene_body,CVG031986,all,4
Zma_HG_00494,Zma,0,gene_body,CVG031987,all,1
Zma_HG_00495,Zma,0,gene_body,CVG031988,all,2
Zma_HG_00496,Zma,0,gene_body,CVG031989,all,2
Zma_HG_00497,Zma,0,gene_body,CVG031990,all,2
Zma_HG_00498,Zma,0,gene_body,CVG031991,all,3
Zma_HG_00499,Zma,0,gene_body,CVG031992,all,0
Zma_HG_00500,Zma,0,gene_body,CVG031993,all,4
Zma_HG_00501,Zma,0,gene_body,CVG031994,all,4
Zma_HG_00502,Zma,0,gene_body,CVG031995,all,1
Zma_HG_00503,Zma,0,gene_body,CVG031996,all,1
Zma_HG_00504,Zma,0,gene_body,CVG031997,all,0
Zma_HG_00505,Zma,0,gene_body,CVG031998,all,2
Zma_HG_00506,Zma,0,gene_body,CVG031999,all,3
Zma_HG_00507,Zma,0,gene_body,CVG032000,all,4
Zma_HG_00508,Zma,0,gene_body,CVG032001,all,1
Zma_HG_00509,Zma,0,gene_body,CVG032002,all,2
Zma_HG_00510,Zma,0,gene_body,CVG032003,all,4
Zma_HG_00511,Zma,0,gene_body,CVG032004,all,1
Zma_HG_00512,Zma,0,gene_body,CVG032005,all,2
Zma_HG_00513,Zma,0,gene_body,CVG032006,all,3
Zma_HG_00514,Zma,0,gene_body,CVG032007,all,3
Zma_HG_00515,Zma,0,gene_body,CVG032008,all,0
Zma_HG_00516,Zma,0,gene_body,CVG032009,all,1
Zma_HG_00517,Zma,0,gene_body,CVG032010,all,1
Zma_HG_00518,Zma,0,gene_body,CVG032011,all,3
Zma_HG_00519,Zma,0,gene_body,CVG032012,all,3
Zma_HG_00520,Zma,0,gene_body,CVG032013,all,4
Zma_HG_00521,Zma,0,gene_body,CVG032014,all,4
Zma_HG_00522,Zma,0,gene_body,CVG032015,all,0
Zma_HG_00523,Zma,0,gene_body,CVG032016,all,2
Zma_HG_00524,Zma,0,gene_body,CVG032017,all,1
Zma_HG_00525,Zma,0,gene_body,CVG032018,all,1
Zma_HG_00526,Zma,0,gene_body,CVG032019,all,0
Zma_HG_00527,Zma,0,gene_body,CVG032020,all,0
Zma_HG_00528,Zma,0,gene_body,CVG032021,all,4
Zma_HG_00529,Zma,0,gene_body,CVG032022,all,4
Zma_HG_00530,Zma,0,gene_body,CVG032023,all,0
Zma_HG_00531,Zma,0,gene_body,CVG032024,all,4
Zma_HG_00532,Zma,0,gene_body,CVG032025,all,1
Zma_HG_00533,Zma,0,gene_body,CVG032026,all,2
Zma_HG_00534,Zma,0,gene_body,CVG032027,all,3
Zma_HG_00535,Zma,0,gene_body,CVG032028,all,2
Zma_HG_00536,Zma,0,gene_body,CVG032029,all,0
Zma_HG_00537,Zma,0,gene_body,CVG032030,all,4
Zma_HG_00538,Zma,0,gene_body,CVG032031,all,0
Zma_HG_00539,Zma,0,gene_body,CVG032032,all,1
Zma_HG_00540,Zma,0,gene_body,CVG032033,all,3
Zma_HG_00541,Zma,0,gene_body,CVG032034,all,3
Zma_HG_00542,Zma,0,gene_body,CVG032035,all,3
Zma_HG_00543,Zma,0,gene_body,CVG032036,all,0
Zma_HG_00544,Zma,0,gene_body,CVG032037,all,0
Zma_HG_00545,Zma,0,gene_body,CVG032038,all,1
Zma_HG_00546,Zma,0,gene_body,CVG032039,all,2
Zma_HG_00547,Zma,0,gene_body,CVG032040,all,0
Zma_HG_00548,Zma,0,gene_body,CVG032007,all,3
Zma_HG_00549,Zma,0,gene_body,CVG032041,all,4
Zma_HG_00550,Zma,0,gene_body,CVG032042,all,4
Zma_HG_00551,Zma,0,gene_body,CVG032043,all,4
Zma_HG_00552,Zma,0,gene_body,CVG032044,all,4
Zma_HG_00553,Zma,0,gene_body,CVG032045,all,2
Zma_HG_00554,Zma,0,gene_body,CVG032046,all,4
Zma_HG_00555,Zma,0,gene_body,CVG032047,all,0
Zma_HG_00556,Zma,0,gene_body,CVG032048,all,1
Zma_HG_00557,Zma,0,gene_body,CVG032049,all,3
Zma_HG_00558,Zma,0,gene_body,CVG032050,all,2
Zma_HG_00559,Zma,0,gene_body,CVG032051,all,3
Zma_HG_00560,Zma,0,gene_body,CVG032052,all,4
Zma_HG_00561,Zma,0,gene_body,CVG032053,all,0
Zma_HG_00562,Zma,0,gene_body,CVG032054,all,2
Zma_HG_00563,Zma,0,gene_body,CVG032055,all,4
Zma_HG_00564,Zma,0,gene_body,CVG032004,all,1
Zma_HG_00565,Zma,0,gene_body,CVG032056,all,3
Zma_HG_00566,Zma,0,gene_body,CVG032057,all,1
Zma_HG_00567,Zma,0,gene_body,CVG032058,all,4
Zma_HG_00568,Zma,0,gene_body,CVG032059,all,4
Zma_HG_00569,Zma,0,gene_body,CVG032060,all,1
Zma_HG_00570,Zma,0,gene_body,CVG032061,all,2
Zma_HG_00571,Zma,0,gene_body,CVG032062,all,0
Zma_HG_00572,Zma,0,gene_body,CVG032063,all,2
Zma_HG_00573,Zma,0,gene_body,CVG032064,all,3
Zma_HG_00574,Zma,0,gene_body,CVG032065,all,4
Zma_HG_00575,Zma,0,gene_body,CVG032066,all,0
Zma_HG_00576,Zma,0,gene_body,CVG032067,all,4
Zma_HG_00577,Zma,0,gene_body,CVG032068,all,1
Zma_HG_00578,Zma,0,gene_body,CVG032069,all,3
Zma_HG_00579,Zma,0,gene_body,CVG032070,all,1
Zma_HG_00580,Zma,0,gene_body,CVG032071,all,2
Zma_HG_00581,Zma,0,gene_body,CVG032072,all,0
Zma_HG_00582,Zma,0,gene_body,CVG032073,all,2
Zma_HG_00583,Zma,0,gene_body,CVG032074,all,1
Zma_HG_00584,Zma,0,gene_body,CVG032075,all,2
Zma_HG_00585,Zma,0,gene_body,CVG032076,all,3
Zma_HG_00586,Zma,0,gene_body,CVG032077,all,2
Zma_HG_00587,Zma,0,gene_body,CVG031690,all,4
Zma_HG_00588,Zma,0,gene_body,CVG032078,all,1
Zma_HG_00589,Zma,0,gene_body,CVG032079,all,1
Zma_HG_00590,Zma,0,gene_body,CVG032080,all,0
Zma_HG_00591,Zma,0,gene_body,CVG032081,all,3
Zma_HG_00592,Zma,0,gene_body,CVG032082,all,1
Zma_HG_00593,Zma,0,gene_body,CVG032083,all,0
Zma_HG_00594,Zma,0,gene_body,CVG031613,all,2
Zma_HG_00595,Zma,0,gene_body,CVG032084,all,0
Zma_HG_00596,Zma,0,gene_body,CVG032085,all,3
Zma_HG_00597,Zma,0,gene_body,CVG032086,all,4
Zma_HG_00598,Zma,0,gene_body,CVG032087,all,1
Zma_HG_00599,Zma,0,gene_body,CVG032088,all,4
Zma_HG_00600,Zma,0,gene_body,CVG032089,all,2
Zma_HG_00601,Zma,0,gene_body,CVG032090,all,4
Zma_HG_00602,Zma,0,gene_body,CVG031988,all,2
Zma_HG_00603,Zma,0,gene_body,CVG032091,all,0
Zma_HG_00604,Zma,0,gene_body,CVG032092,all,3
Zma_HG_00605,Zma,0,gene_body,CVG032093,all,3
Zma_HG_00606,Zma,0,gene_body,CVG032094,all,0
Zma_HG_00607,Zma,0,gene_body,CVG032095,all,4
Zma_HG_00608,Zma,0,gene_body,CVG032096,all,3
Zma_HG_00609,Zma,0,gene_body,CVG032097,all,2
Zma_HG_00610,Zma,0,gene_body,CVG032098,all,1
Zma_HG_00611,Zma,0,gene_body,CVG032099,all,4
Zma_HG_00612,Zma,0,gene_body,CVG032100,all,1
Zma_HG_00613,Zma,0,gene_body,CVG032101,all,0
Zma_HG_00614,Zma,0,gene_body,CVG031603,all,0
Zma_HG_00615,Zma,0,gene_body,CVG032102,all,4
Zma_HG_00616,Zma,0,gene_body,CVG032103,all,2
Zma_HG_00617,Zma,0,gene_body,CVG032104,all,1
Zma_HG_00618,Zma,0,gene_body,CVG032105,all,3
Zma_HG_00619,Zma,0,gene_body,CVG032106,all,0
Zma_HG_00620,Zma,0,gene_body,CVG032107,all,2
Zma_HG_00621,Zma,0,gene_body,CVG032108,all,0
Zma_HG_00622,Zma,0,gene_body,CVG032109,all,3
Zma_HG_00623,Zma,0,gene_body,CVG032110,all,4
Zma_HG_00624,Zma,0,gene_body,CVG032111,all,3
Zma_HG_00625,Zma,0,gene_body,CVG031559,all,2
Zma_HG_00626,Zma,0,gene_body,CVG032112,all,2
Zma_HG_00627,Zma,0,gene_body,CVG032113,all,0
Zma_HG_00628,Zma,0,gene_body,CVG032114,all,4
Zma_HG_00629,Zma,0,gene_body,CVG032115,all,1
Zma_HG_00630,Zma,0,gene_body,CVG032116,all,4
Zma_HG_00631,Zma,0,gene_body,CVG032117,all,4
Zma_HG_00632,Zma,0,gene_body,CVG032118,all,1
Zma_HG_00633,Zma,0,gene_body,CVG032119,all,4
Zma_HG_00634,Zma,0,gene_body,CVG032120,all,3
Zma_HG_00635,Zma,0,gene_body,CVG032121,all,2
Zma_HG_00636,Zma,0,gene_body,CVG032122,all,1
Zma_HG_00637,Zma,0,gene_body,CVG032123,all,2
Zma_HG_00638,Zma,0,gene_body,CVG032124,all,1
Zma_HG_00639,Zma,0,gene_body,CVG032125,all,1
Zma_HG_00640,Zma,0,gene_body,CVG032126,all,3
Zma_HG_00641,Zma,0,gene_body,CVG032127,all,0
Zma_HG_00642,Zma,0,gene_body,CVG032128,all,1
Zma_HG_00643,Zma,0,gene_body,CVG032129,all,0
Zma_HG_00644,Zma,0,gene_body,CVG032130,all,3
Zma_HG_00645,Zma,0,gene_body,CVG032131,all,2
Zma_HG_00646,Zma,0,gene_body,CVG032132,all,4
Zma_HG_00647,Zma,0,gene_body,CVG032133,all,2
Zma_HG_00648,Zma,0,gene_body,CVG032134,all,1
Zma_HG_00649,Zma,0,gene_body,CVG032135,all,1
Zma_HG_00650,Zma,0,gene_body,CVG032136,all,3
Zma_HG_00651,Zma,0,gene_body,CVG032137,all,2
Zma_HG_00652,Zma,0,gene_body,CVG032138,all,0
Zma_HG_00653,Zma,0,gene_body,CVG032139,all,4
Zma_HG_00654,Zma,0,gene_body,CVG032140,all,0
Zma_HG_00655,Zma,0,gene_body,CVG032141,all,2
Zma_HG_00656,Zma,0,gene_body,CVG032142,all,3
Zma_HG_00657,Zma,0,gene_body,CVG032143,all,4
Zma_HG_00658,Zma,0,gene_body,CVG032144,all,0
Zma_HG_00659,Zma,0,gene_body,CVG032145,all,1
Zma_HG_00660,Zma,0,gene_body,CVG032146,all,0
Zma_HG_00661,Zma,0,gene_body,CVG032147,all,2
Zma_HG_00662,Zma,0,gene_body,CVG032148,all,4
Zma_HG_00663,Zma,0,gene_body,CVG032149,all,3
Zma_HG_00664,Zma,0,gene_body,CVG032150,all,4
Zma_HG_00665,Zma,0,gene_body,CVG032151,all,0
Zma_HG_00666,Zma,0,gene_body,CVG032152,all,3
Zma_HG_00667,Zma,0,gene_body,CVG032153,all,2
Zma_HG_00668,Zma,0,gene_body,CVG032154,all,0
Zma_HG_00669,Zma,0,gene_body,CVG032070,all,1
Zma_HG_00670,Zma,0,gene_body,CVG032155,all,2
Zma_HG_00671,Zma,0,gene_body,CVG032156,all,0
Zma_HG_00672,Zma,0,gene_body,CVG031531,all,0
Zma_HG_00673,Zma,0,gene_body,CVG032157,all,1
Zma_HG_00674,Zma,0,gene_body,CVG032158,all,3
Zma_HG_00675,Zma,0,gene_body,CVG031745,all,4
Zma_HG_00676,Zma,0,gene_body,CVG032159,all,2
Zma_HG_00677,Zma,0,gene_body,CVG032160,all,1
Zma_HG_00678,Zma,0,gene_body,CVG032161,all,4
Zma_HG_00679,Zma,0,gene_body,CVG032162,all,3
Zma_HG_00680,Zma,0,gene_body,CVG032163,all,1
Zma_HG_00681,Zma,0,gene_body,CVG032164,all,3
Zma_HG_00682,Zma,0,gene_body,CVG032165,all,4
Zma_HG_00683,Zma,0,gene_body,CVG032166,all,0
Zma_HG_00684,Zma,0,gene_body,CVG032167,all,3
Zma_HG_00685,Zma,0,gene_body,CVG032168,all,4
Zma_HG_00686,Zma,0,gene_body,CVG032169,all,1
Zma_HG_00687,Zma,0,gene_body,CVG032170,all,3
Zma_HG_00688,Zma,0,gene_body,CVG032171,all,0
Zma_HG_00689,Zma,0,gene_body,CVG032172,all,4
Zma_HG_00690,Zma,0,gene_body,CVG032173,all,2
Zma_HG_00691,Zma,0,gene_body,CVG032174,all,4
Zma_HG_00692,Zma,0,gene_body,CVG032175,all,0
Zma_HG_00693,Zma,0,gene_body,CVG032176,all,1
Zma_HG_00694,Zma,0,gene_body,CVG032177,all,0
Zma_HG_00695,Zma,0,gene_body,CVG032178,all,1
Zma_HG_00696,Zma,0,gene_body,CVG032179,all,4
Zma_HG_00697,Zma,0,gene_body,CVG032180,all,2
Zma_HG_00698,Zma,0,gene_body,CVG032181,all,4
Zma_HG_00699,Zma,0,gene_body,CVG032182,all,4
Zma_HG_00700,Zma,0,gene_body,CVG032183,all,2
Zma_HG_00701,Zma,0,gene_body,CVG032184,all,2
Zma_HG_00702,Zma,0,gene_body,CVG031737,all,2
Zma_HG_00703,Zma,0,gene_body,CVG032185,all,1
Zma_HG_00704,Zma,0,gene_body,CVG032186,all,3
Zma_HG_00705,Zma,0,gene_body,CVG032187,all,0
Zma_HG_00706,Zma,0,gene_body,CVG032188,all,1
Zma_HG_00707,Zma,0,gene_body,CVG032189,all,2
Zma_HG_00708,Zma,0,gene_body,CVG032190,all,2
Zma_HG_00709,Zma,0,gene_body,CVG032191,all,3
Zma_HG_00710,Zma,0,gene_body,CVG032192,all,0
Zma_HG_00711,Zma,0,gene_body,CVG032193,all,0
Zma_HG_00712,Zma,0,gene_body,CVG032194,all,3
Zma_HG_00713,Zma,0,gene_body,CVG032195,all,4
Zma_HG_00714,Zma,0,gene_body,CVG032196,all,3
Zma_HG_00715,Zma,0,gene_body,CVG032197,all,1
Zma_HG_00716,Zma,0,gene_body,CVG032198,all,2
Zma_HG_00717,Zma,0,gene_body,CVG032199,all,2
Zma_HG_00718,Zma,0,gene_body,CVG031559,all,2
Zma_HG_00719,Zma,0,gene_body,CVG032200,all,3
Zma_HG_00720,Zma,0,gene_body,CVG032201,all,4
Zma_HG_00721,Zma,0,gene_body,CVG032202,all,0
Zma_HG_00722,Zma,0,gene_body,CVG032203,all,0
Zma_HG_00723,Zma,0,gene_body,CVG032204,all,1
Zma_HG_00724,Zma,0,gene_body,CVG032205,all,2
Zma_HG_00725,Zma,0,gene_body,CVG032206,all,2
Zma_HG_00726,Zma,0,gene_body,CVG032207,all,4
Zma_HG_00727,Zma,0,gene_body,CVG032208,all,3
Zma_HG_00728,Zma,0,gene_body,CVG032209,all,0
Zma_HG_00729,Zma,0,gene_body,CVG032156,all,0
Zma_HG_00730,Zma,0,gene_body,CVG032210,all,4
Zma_HG_00731,Zma,0,gene_body,CVG032211,all,3
Zma_HG_00732,Zma,0,gene_body,CVG032212,all,1
Zma_HG_00733,Zma,0,gene_body,CVG032213,all,0
Zma_HG_00734,Zma,0,gene_body,CVG032214,all,4
Zma_HG_00735,Zma,0,gene_body,CVG032215,all,2
Zma_HG_00736,Zma,0,gene_body,CVG032216,all,1
Zma_HG_00737,Zma,0,gene_body,CVG032217,all,0
Zma_HG_00738,Zma,0,gene_body,CVG032218,all,1
Zma_HG_00739,Zma,0,gene_body,CVG032219,all,3
Zma_HG_00740,Zma,0,gene_body,CVG032220,all,4
Zma_HG_00741,Zma,0,gene_body,CVG032221,all,1
Zma_HG_00742,Zma,0,gene_body,CVG032222,all,4
Zma_HG_00743,Zma,0,gene_body,CVG032223,all,0
Zma_HG_00744,Zma,0,gene_body,CVG032224,all,1
Zma_HG_00745,Zma,0,gene_body,CVG032225,all,2
Zma_HG_00746,Zma,0,gene_body,CVG032226,all,2
Zma_HG_00747,Zma,0,gene_body,CVG032227,all,0
Zma_HG_00748,Zma,0,gene_body,CVG032228,all,1
Zma_HG_00749,Zma,0,gene_body,CVG032229,all,3
Zma_HG_00750,Zma,0,gene_body,CVG032230,all,2
Zma_HG_00751,Zma,0,gene_body,CVG032231,all,3
Zma_HG_00752,Zma,0,gene_body,CVG032232,all,2
Zma_HG_00753,Zma,0,gene_body,CVG032233,all,2
Zma_HG_00754,Zma,0,gene_body,CVG032234,all,4
Zma_HG_00755,Zma,0,gene_body,CVG032235,all,0
Zma_HG_00756,Zma,0,gene_body,CVG032236,all,1
Zma_HG_00757,Zma,0,gene_body,CVG032237,all,3
Zma_HG_00758,Zma,0,gene_body,CVG032238,all,2
Zma_HG_00759,Zma,0,gene_body,CVG032239,all,4
Zma_HG_00760,Zma,0,gene_body,CVG032240,all,2
Zma_HG_00761,Zma,0,gene_body,CVG032241,all,2
Zma_HG_00762,Zma,0,gene_body,CVG032242,all,0
Zma_HG_00763,Zma,0,gene_body,CVG032243,all,4
Zma_HG_00764,Zma,0,gene_body,CVG032244,all,1
Zma_HG_00765,Zma,0,gene_body,CVG032245,all,4
Zma_HG_00766,Zma,0,gene_body,CVG032246,all,1
Zma_HG_00767,Zma,0,gene_body,CVG032247,all,1
Zma_HG_00768,Zma,0,gene_body,CVG032248,all,4
Zma_HG_00769,Zma,0,gene_body,CVG032249,all,2
Zma_HG_00770,Zma,0,gene_body,CVG032250,all,0
Zma_HG_00771,Zma,0,gene_body,CVG032251,all,2
Zma_HG_00772,Zma,0,gene_body,CVG032252,all,2
Zma_HG_00773,Zma,0,gene_body,CVG032253,all,3
Zma_HG_00774,Zma,0,gene_body,CVG032254,all,2
Zma_HG_00775,Zma,0,gene_body,CVG032255,all,0
Zma_HG_00776,Zma,0,gene_body,CVG032256,all,3
Zma_HG_00777,Zma,0,gene_body,CVG032257,all,4
Zma_HG_00778,Zma,0,gene_body,CVG032258,all,3
Zma_HG_00779,Zma,0,gene_body,CVG032259,all,1
Zma_HG_00780,Zma,0,gene_body,CVG032260,all,3
Zma_HG_00781,Zma,0,gene_body,CVG032261,all,1
Zma_HG_00782,Zma,0,gene_body,CVG032262,all,4
Zma_HG_00783,Zma,0,gene_body,CVG032263,all,0
Zma_HG_00784,Zma,0,gene_body,CVG032264,all,2
Zma_HG_00785,Zma,0,gene_body,CVG032265,all,4
Zma_HG_00786,Zma,0,gene_body,CVG032266,all,0
Zma_HG_00787,Zma,0,gene_body,CVG032267,all,1
Zma_HG_00788,Zma,0,gene_body,CVG032268,all,0
Zma_HG_00789,Zma,0,gene_body,CVG032095,all,4
Zma_HG_00790,Zma,0,gene_body,CVG032269,all,3
Zma_HG_00791,Zma,0,gene_body,CVG032270,all,4
Zma_HG_00792,Zma,0,gene_body,CVG032271,all,3
Zma_HG_00793,Zma,0,gene_body,CVG032272,all,3
Zma_HG_00794,Zma,0,gene_body,CVG032273,all,0
Zma_HG_00795,Zma,0,gene_body,CVG032274,all,1
Zma_HG_00796,Zma,0,gene_body,CVG032275,all,2
Zma_HG_00797,Zma,0,gene_body,CVG032276,all,4
Zma_HG_00798,Zma,0,gene_body,CVG031842,all,3
Zma_HG_00799,Zma,0,gene_body,CVG032277,all,2
Zma_HG_00800,Zma,0,gene_body,CVG032278,all,1
Zma_HG_00801,Zma,0,gene_body,CVG032279,all,2
Zma_HG_00802,Zma,0,gene_body,CVG032280,all,4
Zma_HG_00803,Zma,0,gene_body,CVG032281,all,3
Zma_HG_00804,Zma,0,gene_body,CVG032282,all,0
Zma_HG_00805,Zma,0,gene_body,CVG031984,all,3
Zma_HG_00806,Zma,0,gene_body,CVG032283,all,4
Zma_HG_00807,Zma,0,gene_body,CVG032284,all,4
Zma_HG_00808,Zma,0,gene_body,CVG032285,all,4
Zma_HG_00809,Zma,0,gene_body,CVG032286,all,1
Zma_HG_00810,Zma,0,gene_body,CVG032287,all,3
Zma_HG_00811,Zma,0,gene_body,CVG032288,all,3
Zma_HG_00812,Zma,0,gene_body,CVG032289,all,2
Zma_HG_00813,Zma,0,gene_body,CVG032290,all,4
Zma_HG_00814,Zma,0,gene_body,CVG032291,all,1
Zma_HG_00815,Zma,0,gene_body,CVG032292,all,0
Zma_HG_00816,Zma,0,gene_body,CVG032229,all,3
Zma_HG_00817,Zma,0,gene_body,CVG032293,all,2
Zma_HG_00818,Zma,0,gene_body,CVG032294,all,2
Zma_HG_00819,Zma,0,gene_body,CVG032295,all,3
Zma_HG_00820,Zma,0,gene_body,CVG032280,all,4
Zma_HG_00821,Zma,0,gene_body,CVG032296,all,3
Zma_HG_00822,Zma,0,gene_body,CVG032297,all,0
Zma_HG_00823,Zma,0,gene_body,CVG032298,all,1
Zma_HG_00824,Zma,0,gene_body,CVG032299,all,0
Zma_HG_00825,Zma,0,gene_body,CVG032300,all,0
Zma_HG_00826,Zma,0,gene_body,CVG032301,all,0
Zma_HG_00827,Zma,0,gene_body,CVG032302,all,4
Zma_HG_00828,Zma,0,gene_body,CVG032303,all,1
Zma_HG_00829,Zma,0,gene_body,CVG032304,all,3
Zma_HG_00830,Zma,0,gene_body,CVG032305,all,2
Zma_HG_00831,Zma,0,gene_body,CVG032194,all,3
Zma_HG_00832,Zma,0,gene_body,CVG032306,all,1
Zma_HG_00833,Zma,0,gene_body,CVG032307,all,3
Zma_HG_00834,Zma,0,gene_body,CVG032308,all,3
Zma_HG_00835,Zma,0,gene_body,CVG032309,all,4
Zma_HG_00836,Zma,0,gene_body,CVG032310,all,3
Zma_HG_00837,Zma,0,gene_body,CVG032311,all,0
Zma_HG_00838,Zma,0,gene_body,CVG032312,all,4
Zma_HG_00839,Zma,0,gene_body,CVG032313,all,2
Zma_HG_00840,Zma,0,gene_body,CVG032314,all,4
Zma_HG_00841,Zma,0,gene_body,CVG032315,all,0
Zma_HG_00842,Zma,0,gene_body,CVG032316,all,1
Zma_HG_00843,Zma,0,gene_body,CVG032317,all,2
Zma_HG_00844,Zma,0,gene_body,CVG031922,all,2
Zma_HG_00845,Zma,0,gene_body,CVG032318,all,2
Zma_HG_00846,Zma,0,gene_body,CVG032319,all,1
Zma_HG_00847,Zma,0,gene_body,CVG032320,all,2
Zma_HG_00848,Zma,0,gene_body,CVG032321,all,1
Zma_HG_00849,Zma,0,gene_body,CVG031809,all,4
Zma_HG_00850,Zma,0,gene_body,CVG032322,all,3
Zma_HG_00851,Zma,0,gene_body,CVG032323,all,0
Zma_HG_00852,Zma,0,gene_body,CVG032324,all,0
Zma_HG_00853,Zma,0,gene_body,CVG032325,all,4
Zma_HG_00854,Zma,0,gene_body,CVG032326,all,1
Zma_HG_00855,Zma,0,gene_body,CVG032327,all,4
Zma_HG_00856,Zma,0,gene_body,CVG032328,all,4
Zma_HG_00857,Zma,0,gene_body,CVG032329,all,3
Zma_HG_00858,Zma,0,gene_body,CVG032330,all,3
Zma_HG_00859,Zma,0,gene_body,CVG032331,all,1
Zma_HG_00860,Zma,0,gene_body,CVG032312,all,4
Zma_HG_00861,Zma,0,gene_body,CVG032332,all,2
Zma_HG_00862,Zma,0,gene_body,CVG032333,all,0
Zma_HG_00863,Zma,0,gene_body,CVG032334,all,4
Zma_HG_00864,Zma,0,gene_body,CVG032335,all,3
Zma_HG_00865,Zma,0,gene_body,CVG032336,all,1
Zma_HG_00866,Zma,0,gene_body,CVG032337,all,2
Zma_HG_00867,Zma,0,gene_body,CVG032338,all,0
Zma_HG_00868,Zma,0,gene_body,CVG031990,all,2
